  329.725006 	 -80.355003 	 -11.770000 	 -0.060319 	 -0.002930 	 20.063920 
  437.540009 	 -99.294998 	 -11.770000 	 -0.148976 	 -0.002930 	 20.063920 
  545.609985 	 -119.294998 	 -11.770000 	 -0.210191 	 -0.003906 	 19.975142 
  653.849976 	 -139.294998 	 -11.770000 	 -0.199637 	 -0.003906 	 20.063920 
  762.239990 	 -159.294998 	 -11.770000 	 -0.189082 	 -0.003906 	 20.063920 
  870.244995 	 -179.354996 	 -11.770000 	 -0.203858 	 -0.003906 	 20.063920 
  978.599976 	 -199.490005 	 -11.770000 	 -0.184860 	 -0.003906 	 19.975142 
  1086.964966 	 -219.764999 	 -11.770000 	 -0.167974 	 -0.003906 	 19.975142 
  1195.114990 	 -239.845001 	 -11.770000 	 -0.159530 	 -0.003906 	 20.063920 
  1303.375000 	 -259.825012 	 -11.770000 	 -0.157419 	 -0.004883 	 20.063920 
  1411.765015 	 -279.890015 	 -11.770000 	 -0.148976 	 -0.002930 	 19.975142 
  1519.930054 	 -299.894989 	 -11.770000 	 -0.138421 	 -0.002930 	 19.975142 
  1628.055054 	 -319.910004 	 -11.770000 	 -0.136310 	 -0.003906 	 20.063920 
  1736.469971 	 -339.959991 	 -11.770000 	 -0.132089 	 -0.003906 	 20.063920 
  1844.670044 	 -360.070007 	 -11.770000 	 -0.125756 	 -0.002930 	 20.063920 
  1952.785034 	 -380.359985 	 -11.770000 	 -0.161641 	 -0.002930 	 20.063920 
  2061.090088 	 -400.399994 	 -11.770000 	 -0.146865 	 -0.002930 	 20.063920 
  2169.340088 	 -420.404999 	 -11.770000 	 -0.140532 	 -0.003906 	 20.063920 
  2277.504883 	 -440.500000 	 -11.770000 	 -0.113091 	 -0.003906 	 20.063920 
  2385.939941 	 -460.480011 	 -11.770000 	 0.011451 	 -0.002930 	 19.975142 
