  time  	  press_table  	 press_stiffback  
 11:05:57 	 -0.011316 	  -0.005823  
  time  	  press_table  	 press_stiffback  
  time  	  press_table  	 press_stiffback  
 11:10:07 	 -0.011206 	  -0.005713  
 11:11:07 	 -0.011096 	  -0.005823  
  time  	  press_table  	 press_stiffback  
 11:14:58 	 -0.011206 	  -0.005933  
 11:15:58 	 -0.011316 	  -0.005713  
 11:16:58 	 -0.011316 	  -0.005713  
 11:17:58 	 -0.011316 	  -0.005823  
 11:18:58 	 -0.011426 	  -0.005823  
 11:19:58 	 -0.011316 	  -0.005933  
 11:20:58 	 -0.011096 	  -0.005823  
 11:21:58 	 -0.011316 	  -0.006042  
 11:22:58 	 -0.011426 	  -0.005713  
 11:23:58 	 -0.011426 	  -0.005933  
 11:24:58 	 -0.011426 	  -0.005823  
