  time  	  press_table  	 press_stiffback  
 08:50:33 	 -0.013293 	  -0.005713  
  time  	  press_table  	 press_stiffback  
 22:27:02 	 -0.422177 	  -0.414377  
 22:28:02 	 -0.434372 	  -0.426132  
 22:29:02 	 -0.443820 	  -0.436349  
 22:30:02 	 -0.425583 	  -0.421628  
 22:31:02 	 -0.430417 	  -0.422617  
 22:32:02 	 -0.439975 	  -0.432175  
 22:33:02 	 -0.436569 	  -0.431735  
 22:34:02 	 -0.426682 	  -0.418661  
 22:35:02 	 -0.436240 	  -0.428659  
 22:36:02 	 -0.443381 	  -0.437888  
 22:37:02 	 -0.422397 	  -0.414816  
 22:38:02 	 -0.433054 	  -0.425034  
 22:39:02 	 -0.443710 	  -0.435690  
 22:40:02 	 -0.426572 	  -0.422287  
 22:41:02 	 -0.429208 	  -0.421298  
 22:42:02 	 -0.440085 	  -0.431955  
 22:43:02 	 -0.437448 	  -0.432285  
 22:44:02 	 -0.425583 	  -0.417343  
 22:45:02 	 -0.436240 	  -0.428659  
 22:46:02 	 -0.444479 	  -0.438217  
 22:47:02 	 -0.421298 	  -0.413937  
 22:48:02 	 -0.432614 	  -0.425034  
 22:49:02 	 -0.442831 	  -0.434592  
 22:50:02 	 -0.430087 	  -0.425253  
 22:51:02 	 -0.428879 	  -0.421188  
 22:52:02 	 -0.438547 	  -0.431076  
 22:53:02 	 -0.439536 	  -0.434152  
 22:54:02 	 -0.425473 	  -0.417014  
 22:55:02 	 -0.435141 	  -0.427231  
 22:56:02 	 -0.445578 	  -0.438547  
 22:57:02 	 -0.420969 	  -0.414377  
 22:58:02 	 -0.431406 	  -0.423605  
 22:59:02 	 -0.442172 	  -0.434372  
 23:00:02 	 -0.431516 	  -0.427121  
 23:01:02 	 -0.427890 	  -0.419650  
 23:02:02 	 -0.438327 	  -0.430527  
 23:03:02 	 -0.440964 	  -0.435361  
 23:04:02 	 -0.423715 	  -0.416135  
 23:05:02 	 -0.434921 	  -0.426791  
 23:06:02 	 -0.445468 	  -0.437119  
 23:07:02 	 -0.421738 	  -0.417783  
 23:08:02 	 -0.431186 	  -0.423715  
 23:09:02 	 -0.441403 	  -0.433603  
 23:10:02 	 -0.433823 	  -0.429099  
 23:11:02 	 -0.427890 	  -0.419760  
 23:12:02 	 -0.437338 	  -0.429758  
 23:13:02 	 -0.441623 	  -0.436240  
 23:14:02 	 -0.423715 	  -0.415915  
 23:15:02 	 -0.434042 	  -0.426352  
 23:16:02 	 -0.445029 	  -0.437228  
 23:17:02 	 -0.421957 	  -0.417783  
 23:18:02 	 -0.430307 	  -0.422726  
 23:19:02 	 -0.441293 	  -0.433603  
 23:20:02 	 -0.434042 	  -0.429538  
 23:21:02 	 -0.426791 	  -0.418881  
 23:22:02 	 -0.437668 	  -0.430087  
 23:23:02 	 -0.442392 	  -0.436789  
 23:24:02 	 -0.422726 	  -0.414926  
 23:25:02 	 -0.434372 	  -0.426022  
 23:26:02 	 -0.443930 	  -0.436020  
 23:27:02 	 -0.425912 	  -0.421628  
 23:28:02 	 -0.430197 	  -0.422726  
 23:29:02 	 -0.439975 	  -0.432175  
 23:30:02 	 -0.436569 	  -0.431735  
 23:31:02 	 -0.426901 	  -0.418661  
 23:32:02 	 -0.436459 	  -0.428549  
 23:33:02 	 -0.443491 	  -0.437778  
 23:34:02 	 -0.422397 	  -0.414926  
 23:35:02 	 -0.433054 	  -0.425143  
 23:36:02 	 -0.443491 	  -0.436130  
 23:37:02 	 -0.426132 	  -0.422067  
 23:38:02 	 -0.429208 	  -0.421738  
 23:39:02 	 -0.439975 	  -0.432065  
 23:40:02 	 -0.437009 	  -0.432175  
 23:41:02 	 -0.425912 	  -0.417563  
 23:42:02 	 -0.436349 	  -0.428989  
 23:43:02 	 -0.443930 	  -0.438217  
 23:44:02 	 -0.421628 	  -0.414047  
 23:45:02 	 -0.433054 	  -0.425143  
 23:46:02 	 -0.442831 	  -0.435141  
 23:47:02 	 -0.428879 	  -0.424704  
 23:48:02 	 -0.429318 	  -0.421628  
 23:49:02 	 -0.438876 	  -0.431406  
 23:50:02 	 -0.439096 	  -0.433493  
 23:51:02 	 -0.425693 	  -0.417453  
 23:52:02 	 -0.435471 	  -0.427451  
 23:53:02 	 -0.444699 	  -0.438547  
 23:54:02 	 -0.421518 	  -0.414157  
 23:55:02 	 -0.431735 	  -0.424045  
 23:56:02 	 -0.442392 	  -0.434811  
 23:57:02 	 -0.429977 	  -0.425803  
 23:58:02 	 -0.428549 	  -0.420529  
 23:59:02 	 -0.438986 	  -0.430966  
