201         	9998	     	 0.015 	10010	0.02
202         	10024	         0.016 	10040	0.022
203         	10003	         0.014 	10000	0.017
204         	10005	         0.014 	10040	0.032
205         	10013	         0.013 	10010	0.015
206         	10029	         0.011 	10000	0.014
207         	10019	         0.019 	10020	0.021
208         	10040	         0.020 	10030	0.026
209         	10030	         0.011 	10000	0.018
210        	10026	         0.012 	10010	0.02
211        	10032	         0.011 	10000	0.018
212        	10040	         0.019 	9997	0.017
213        	10002	         0.010 	10010	0.024
214        	10001	         0.016 	10020	0.023
215        	10027	         0.015 	10040	0.017
216        	10025	         0.011 	10010	0.019
218        	9994	         0.014 	9996	0.005
220        	10017	         0.014 	10020	0.012
221       	10016	         0.006 	10000	0.016
223      	10018	         0.022 	10010	0.006
224       	10017	         0.017 	10010	0.009
222       	10036	         0.013 	10020	0.009
