 0 	 0 	 -112.985000 	 2349.426270 	 0.708300 	 20.602694 	 21.762543  
 500 	 0 	 -112.985000 	 2523.742676 	 0.550300 	 20.659291 	 21.779022  
 1000 	 0 	 -112.985000 	 2460.021973 	 0.695300 	 20.659291 	 21.757050  
 1500 	 0 	 -112.985000 	 2484.191895 	 0.688300 	 20.662620 	 21.740570  
 2000 	 0 	 -112.985000 	 2393.371582 	 0.656100 	 20.669278 	 21.735077  
 2000 	 330 	 -112.980000 	 2422.668457 	 0.535300 	 20.665949 	 21.724091  
 1500 	 330 	 -112.980000 	 2556.335449 	 0.438300 	 20.652632 	 21.718597  
 1000 	 330 	 -112.980000 	 2549.011230 	 0.562800 	 20.709229 	 21.746063  
 500 	 330 	 -112.980000 	 2831.451416 	 0.334200 	 20.712558 	 21.773529  
 0 	 330 	 -112.980000 	 2747.589111 	 0.459200 	 20.659291 	 21.729584  
 0 	 660 	 -112.985000 	 2546.081543 	 0.506700 	 20.629328 	 21.762543  
 500 	 660 	 -112.985000 	 2697.784424 	 0.385800 	 20.672607 	 21.784515  
 1000 	 660 	 -112.985000 	 2678.009033 	 0.419200 	 20.639316 	 21.795502  
 1500 	 660 	 -112.985000 	 2712.066650 	 0.414200 	 20.662620 	 21.762543  
 2000 	 660 	 -112.985000 	 2599.548340 	 0.458300 	 20.632657 	 21.768036  
 2000 	 990 	 -112.985000 	 2727.813721 	 0.332800 	 20.679266 	 21.768036  
 1500 	 990 	 -112.985000 	 2806.182861 	 0.284200 	 20.662620 	 21.773529  
 1000 	 990 	 -112.985000 	 2604.675293 	 0.470300 	 20.702570 	 21.795502  
 500 	 990 	 -112.985000 	 2712.432861 	 0.265800 	 20.665949 	 21.795502  
 0 	 990 	 -112.985000 	 2731.842041 	 0.309200 	 20.682595 	 21.784515  
