 0 	 0 	 -112.985000 	 2489.318848 	 0.590500 	 20.652632 	 21.575775  
 500 	 0 	 -112.985000 	 2663.726807 	 0.425000 	 20.699241 	 21.575775  
 1000 	 0 	 -112.985000 	 2620.056152 	 0.568900 	 20.699241 	 21.581268  
 1500 	 0 	 -112.985000 	 2633.697510 	 0.548900 	 20.702570 	 21.575775  
 2000 	 0 	 -112.985000 	 2604.675293 	 0.520800 	 20.669278 	 21.570282  
 2000 	 330 	 -112.980000 	 2597.717285 	 0.446400 	 20.685924 	 21.581268  
 1500 	 330 	 -112.980000 	 2658.233643 	 0.358900 	 20.659291 	 21.559296  
 1000 	 330 	 -112.980000 	 2660.064697 	 0.491400 	 20.669278 	 21.575775  
 500 	 330 	 -112.980000 	 2882.720947 	 0.256400 	 20.659291 	 21.603241  
 0 	 330 	 -112.980000 	 2787.139893 	 0.383000 	 20.625999 	 21.636200  
 0 	 660 	 -112.985000 	 2614.929199 	 0.426400 	 20.652632 	 21.619720  
 500 	 660 	 -112.985000 	 2746.856689 	 0.305000 	 20.699241 	 21.603241  
 1000 	 660 	 -112.985000 	 2725.616455 	 0.345000 	 20.692583 	 21.614227  
 1500 	 660 	 -112.985000 	 2807.281494 	 0.337500 	 20.659291 	 21.597748  
 2000 	 660 	 -112.985000 	 2698.883057 	 0.378900 	 20.665949 	 21.597748  
 2000 	 990 	 -112.985000 	 2866.241455 	 0.225000 	 20.702570 	 21.603241  
 1500 	 990 	 -112.985000 	 2967.315674 	 0.163000 	 20.665949 	 21.608734  
 1000 	 990 	 -112.985000 	 2704.376221 	 0.342000 	 20.659291 	 21.581268  
 500 	 990 	 -112.985000 	 2842.803955 	 0.128900 	 20.665949 	 21.586761  
 0 	 990 	 -112.985000 	 2832.183838 	 0.177500 	 20.655961 	 21.597748  
