  time  	 temp_tab_dw  	 temp_tab_up  	 temp_pl1  	 temp_pl2  	 temp_pl3  	 temp_amb_pc  	 temp_amb_door  	 rh_amb_pc  	 rh_amb_door  	 press_amb  	 press_diff  
 00:17:49 	 20.464115 	  21.056187 	 20.685369  	 19.975142  	 20.419034  	 21.585262  	 21.936558  	 65.611377  	 62.109148  	 1.004909  	 43.628859   
 00:47:49 	 20.464115 	  20.966586 	 20.596591  	 19.975142  	 20.419034  	 21.388137  	 21.737586  	 65.909160  	 61.910399  	 1.004319  	 43.724504   
 01:17:49 	 20.553870 	  20.966586 	 20.596591  	 19.886364  	 20.419034  	 21.289574  	 21.588358  	 66.901767  	 63.202269  	 1.004319  	 43.533215   
 01:47:49 	 20.464115 	  20.966586 	 20.596591  	 19.975142  	 20.419034  	 21.289574  	 21.538615  	 67.298811  	 63.798517  	 1.004319  	 43.724504   
 02:17:49 	 20.464115 	  20.966586 	 20.596591  	 19.975142  	 20.330256  	 21.338855  	 21.538615  	 67.596593  	 64.593514  	 1.004319  	 43.437571   
 02:47:49 	 20.553870 	  20.966586 	 20.596591  	 19.886364  	 20.330256  	 21.388137  	 21.588358  	 67.795114  	 64.692889  	 1.004319  	 43.533215   
 03:17:49 	 20.374360 	  20.966586 	 20.596591  	 19.886364  	 20.330256  	 21.388137  	 21.538615  	 67.795114  	 64.692889  	 1.003728  	 43.628859   
 03:47:49 	 20.464115 	  20.876985 	 20.596591  	 19.886364  	 20.330256  	 21.240292  	 21.488873  	 66.802507  	 63.500393  	 1.004319  	 43.533215   
 04:17:49 	 20.733380 	  21.056187 	 20.685369  	 19.975142  	 20.330256  	 21.733107  	 21.787329  	 65.412856  	 62.606021  	 1.004319  	 43.533215   
 04:47:49 	 20.823135 	  21.056187 	 20.685369  	 19.975142  	 20.330256  	 21.979514  	 22.036043  	 64.519509  	 61.711649  	 1.003728  	 43.820148   
 05:17:49 	 20.823135 	  21.145787 	 20.685369  	 19.975142  	 20.330256  	 22.028795  	 22.185271  	 64.420248  	 61.214776  	 1.004319  	 43.724504   
 05:47:49 	 20.733380 	  21.056187 	 20.685369  	 19.975142  	 20.330256  	 22.127358  	 22.235014  	 63.526901  	 60.221030  	 1.004319  	 43.820148   
 06:17:49 	 20.553870 	  20.966586 	 20.685369  	 19.975142  	 20.330256  	 21.634544  	 21.936558  	 65.015813  	 61.413526  	 1.004319  	 43.533215   
 06:47:49 	 20.553870 	  21.056187 	 20.596591  	 19.975142  	 20.330256  	 21.486700  	 21.837072  	 64.718030  	 61.115402  	 1.004909  	 43.628859   
 07:17:49 	 20.553870 	  20.966586 	 20.596591  	 19.886364  	 20.330256  	 21.240292  	 21.588358  	 64.221726  	 60.419779  	 1.004909  	 43.724504   
 07:47:49 	 20.823135 	  21.056187 	 20.685369  	 19.975142  	 20.330256  	 21.930232  	 21.986300  	 64.618769  	 61.711649  	 1.004909  	 43.915793   
 08:17:49 	 20.823135 	  21.056187 	 20.685369  	 19.975142  	 20.330256  	 21.979514  	 22.085786  	 64.519509  	 61.413526  	 1.004909  	 43.533215   
 08:47:49 	 20.643625 	  21.056187 	 20.596591  	 19.975142  	 20.330256  	 22.078077  	 22.185271  	 63.626162  	 60.221030  	 1.004909  	 43.724504   
 09:17:49 	 20.464115 	  20.876985 	 20.685369  	 19.975142  	 20.330256  	 21.437418  	 21.787329  	 64.320987  	 60.618528  	 1.004909  	 43.628859   
 09:47:49 	 20.374360 	  20.876985 	 20.685369  	 19.975142  	 20.330256  	 21.683825  	 21.737586  	 63.030597  	 59.922906  	 1.004909  	 43.437571   
 10:17:49 	 20.553870 	  21.056187 	 20.774148  	 20.063920  	 20.419034  	 21.880951  	 21.837072  	 61.442424  	 58.432286  	 1.004909  	 43.533215   
 10:47:49 	 20.553870 	  21.056187 	 20.685369  	 20.063920  	 20.419034  	 21.782388  	 21.936558  	 63.328379  	 60.121655  	 1.004909  	 43.724504   
 11:17:49 	 20.464115 	  20.876985 	 20.685369  	 19.975142  	 20.330256  	 21.535981  	 21.787329  	 64.618769  	 61.115402  	 1.004909  	 43.533215   
 11:47:49 	 20.374360 	  20.876985 	 20.685369  	 19.886364  	 20.330256  	 21.486700  	 21.737586  	 63.824683  	 60.519154  	 1.004909  	 43.533215   
 12:17:49 	 20.643625 	  20.876985 	 20.685369  	 20.063920  	 20.330256  	 21.683825  	 21.837072  	 61.243903  	 58.034788  	 1.004909  	 43.533215   
 12:47:49 	 20.823135 	  20.966586 	 20.685369  	 19.975142  	 20.419034  	 22.225921  	 22.185271  	 61.045381  	 57.935413  	 1.004319  	 44.011437   
