0	0	10.110
0	200	10.141
0	400	10.160
0	600	10.180
0	800	10.200
0	1000	10.200
0	1200	10.210
400	100	10.130
400	300	10.150
400	500	10.170
400	700	10.180
400	900	10.210
400	1100	10.170
800	200	10.140
800	400	10.150
800	600	10.170
800	800	10.190
800	1000	10.180
1200	300	10.150
1200	500	10.150
1200	700	10.160
1200	900	10.190
1600	300	10.150
1600	500	10.150
1600	700	10.160
1600	900	10.190
2000	400	10.150
2000	600	10.170
2000	800	10.170
2200	500	10.155
2200	600	10.165
2200	700	10.180
