0	0	10.072	10.030
40	0	10.069	10.057
80	0	10.066	10.038
120	0	10.081	10.036
0	40	10.160	10.059
40	40	10.145	10.069
80	40	10.149	10.072
120	40	10.167	10.075
0	80	10.089	10.067
40	80	10.108	10.073
80	80	10.117	10.081
120	80	10.116	10.068
0	120	10.106	10.079
40	120	10.125	10.103
80	120	10.120	10.095
120	120	10.122	10.095
