  time  	 temp_tab_dw  	 temp_tab_up  	 temp_pl1  	 temp_pl2  	 temp_pl3  	 temp_amb_pc  	 temp_amb_door  	 rh_amb_pc  	 rh_amb_door  	 press_amb  	 press_diff  
 00:02:15 	 20.982222 	  21.238570 	 21.125377  	 21.178644  	 22.000954  	 22.075653  	 22.075653  	 46.823730  	 43.569031  	 -0.000439  	 40.733701   
 00:32:15 	 20.962247 	  22.087513 	 21.138694  	 21.298495  	 21.994296  	 22.015228  	 22.086639  	 46.856689  	 43.601990  	 -0.000110  	 40.921925   
 01:02:15 	 20.912309 	  21.188632 	 19.962658  	 21.158669  	 21.961004  	 21.965790  	 22.031708  	 46.373291  	 43.129578  	 -0.000439  	 40.682368   
 01:32:15 	 20.928955 	  22.104159 	 20.125788  	 21.285178  	 21.934371  	 21.976776  	 22.026215  	 45.692139  	 42.547302  	 -0.000549  	 40.716590   
 02:02:15 	 20.898992 	  22.104159 	 21.095415  	 21.275191  	 21.977650  	 21.927338  	 22.004242  	 45.274658  	 42.052917  	 -0.000330  	 40.482737   
 02:32:15 	 20.889005 	  21.178644 	 19.949341  	 21.175315  	 21.934371  	 21.861420  	 21.960297  	 45.043945  	 41.756287  	 -0.000220  	 40.727998   
 03:02:15 	 20.875688 	  22.067538 	 21.095415  	 21.288508  	 21.977650  	 21.883392  	 21.927338  	 44.799500  	 41.492615  	 -0.000549  	 40.579700   
 03:32:15 	 20.869030 	  21.201949 	 21.115390  	 21.155340  	 21.980979  	 21.850433  	 21.894379  	 44.524841  	 41.294861  	 -0.000439  	 40.688071   
 04:02:15 	 20.845725 	  21.198619 	 21.102073  	 21.161998  	 21.934371  	 21.817474  	 21.872406  	 44.261169  	 41.009216  	 -0.000439  	 40.568293   
 04:32:15 	 20.835738 	  21.152011 	 19.926036  	 21.148682  	 21.931041  	 21.817474  	 21.850433  	 44.217224  	 41.009216  	 -0.000439  	 40.556886   
 05:02:15 	 20.882346 	  22.037575 	 21.125377  	 21.241899  	 21.977650  	 21.740570  	 21.844940  	 43.799744  	 40.547791  	 -0.000549  	 40.477033   
 05:32:15 	 20.835738 	  21.185303 	 21.085427  	 21.148682  	 21.921054  	 21.718597  	 21.828461  	 42.052917  	 38.778992  	 -0.000330  	 40.408588   
 06:02:15 	 20.799117 	  21.128706 	 19.916049  	 21.108731  	 21.927712  	 21.685638  	 21.806488  	 40.910339  	 37.537537  	 -0.000330  	 40.243180   
 06:32:15 	 20.769154 	  22.010942 	 20.072521  	 21.205278  	 21.914395  	 21.592255  	 21.757050  	 40.262146  	 36.878357  	 -0.000330  	 40.151920   
 07:02:15 	 20.729204 	  21.967662 	 21.042148  	 21.231911  	 21.914395  	 21.641693  	 21.724091  	 39.701843  	 36.329041  	 -0.000330  	 39.724140   
 07:32:15 	 20.709229 	  21.990967 	 21.018843  	 21.185303  	 21.911066  	 21.586761  	 21.674652  	 39.657898  	 36.372986  	 -0.000439  	 39.621473   
 08:02:15 	 20.739191 	  21.891091 	 21.035489  	 19.766235  	 21.821178  	 21.515350  	 21.669159  	 40.789490  	 37.262878  	 -0.000220  	 39.621473   
 08:32:15 	 20.812433 	  21.092085 	 19.886086  	 21.105402  	 21.887762  	 21.685638  	 21.696625  	 41.778259  	 38.537292  	 -0.000330  	 39.598658   
 09:02:15 	 20.725874 	  21.102073 	 21.042148  	 21.108731  	 21.857799  	 21.603241  	 21.691132  	 43.019714  	 39.778748  	 -0.000439  	 39.518806   
 09:32:15 	 20.805775 	  21.115390 	 21.048806  	 21.115390  	 21.907737  	 21.570282  	 21.746063  	 43.514099  	 40.097351  	 -0.000330  	 39.547324   
 10:02:15 	 20.825750 	  21.977650 	 21.048806  	 21.208607  	 21.907737  	 21.619720  	 21.779022  	 43.865662  	 40.404968  	 -0.000439  	 39.359101   
 10:32:15 	 20.739191 	  21.112061 	 21.035489  	 21.132036  	 21.877774  	 21.658173  	 21.729584  	 45.263672  	 42.041931  	 -0.000439  	 39.632880   
 11:02:15 	 20.719216 	  21.055464 	 19.862782  	 21.072110  	 21.877774  	 21.581268  	 21.691132  	 46.285400  	 42.986755  	 -0.000330  	 39.661399   
 11:32:15 	 20.739191 	  21.987638 	 21.012185  	 21.178644  	 21.851141  	 21.509857  	 21.696625  	 47.944336  	 44.425964  	 -0.000220  	 39.712733   
 12:02:15 	 20.815763 	  21.102073 	 21.048806  	 21.085427  	 21.884433  	 21.669159  	 21.718597  	 49.581299  	 46.428223  	 -0.000330  	 40.254588   
 12:32:15 	 20.842396 	  21.994296 	 21.032160  	 21.195290  	 21.927712  	 21.685638  	 21.817474  	 50.592041  	 47.219238  	 -0.000330  	 40.151920   
 13:02:15 	 20.922297 	  21.977650 	 21.018843  	 21.201949  	 21.924383  	 21.938324  	 21.888885  	 49.768066  	 46.988525  	 -0.000439  	 40.391477   
 13:32:15 	 20.922297 	  21.987638 	 20.055875  	 21.221924  	 21.907737  	 21.938324  	 21.932831  	 49.163818  	 46.153564  	 -0.000439  	 40.471329   
 14:02:15 	 20.955589 	  21.125377 	 19.906061  	 21.115390  	 21.891091  	 21.916351  	 21.998749  	 48.218994  	 44.964294  	 -0.000439  	 40.499848   
 14:32:15 	 20.719216 	  21.112061 	 19.806186  	 20.779142  	 21.468284  	 22.163544  	 22.059174  	 45.483398  	 42.657166  	 -0.000439  	 40.779331   
 15:02:15 	 20.448719 	  21.092085 	 20.862371  	 20.795787  	 21.528209  	 22.070160  	 21.938324  	 43.634949  	 40.943298  	 -0.000330  	 40.830665   
 15:32:15 	 20.408769 	  21.142023 	 20.912309  	 20.765825  	 21.571489  	 22.064667  	 21.954803  	 43.096619  	 40.503845  	 -0.000439  	 41.087333   
 16:02:15 	 20.418757 	  21.118719 	 19.809515  	 20.815763  	 21.514893  	 22.311859  	 21.894379  	 41.481628  	 39.482117  	 -0.000439  	 40.636738   
 16:32:15 	 20.452049 	  21.132036 	 19.829490  	 20.745850  	 21.594793  	 21.910858  	 21.861420  	 40.965271  	 38.152771  	 -0.000439  	 40.688071   
 17:02:15 	 20.438732 	  21.125377 	 20.918968  	 20.749179  	 21.478271  	 21.691132  	 21.779022  	 40.910339  	 37.856140  	 -0.000220  	 40.853480   
 17:32:15 	 20.355502 	  21.095415 	 19.796198  	 20.742520  	 21.504905  	 21.751556  	 21.680145  	 40.547791  	 37.746277  	 -0.000330  	 40.807850   
 18:02:15 	 20.465365 	  21.132036 	 19.809515  	 20.709229  	 21.451638  	 21.855927  	 21.773529  	 41.470642  	 38.537292  	 -0.000549  	 40.665257   
 18:32:15 	 20.432073 	  21.115390 	 19.812844  	 20.759166  	 21.564830  	 21.921844  	 21.795502  	 42.887878  	 40.097351  	 -0.000330  	 41.018888   
 19:02:15 	 20.375477 	  21.115390 	 20.865700  	 20.739191  	 21.461626  	 21.866913  	 21.757050  	 43.601990  	 40.800476  	 -0.000549  	 40.842072   
 19:32:15 	 20.566073 	  21.152011 	 21.028831  	 21.055464  	 21.881104  	 21.696625  	 21.779022  	 44.162292  	 40.965271  	 -0.000330  	 40.881998   
 20:02:15 	 20.448719 	  21.062123 	 20.898992  	 20.988881  	 21.814520  	 21.218719  	 21.537323  	 46.252441  	 42.481384  	 -0.000439  	 40.864887   
 20:32:15 	 20.388794 	  21.002197 	 20.895663  	 20.955589  	 21.737948  	 21.004486  	 21.410980  	 47.175293  	 43.316345  	 -0.000439  	 40.853480   
 21:02:15 	 20.829079 	  21.078769 	 20.955589  	 20.978893  	 21.817849  	 21.586761  	 21.625214  	 45.758057  	 42.723083  	 -0.000439  	 41.058814   
 21:32:15 	 20.938943 	  21.125377 	 21.012185  	 21.048806  	 21.881104  	 21.927338  	 21.866913  	 45.977783  	 43.041687  	 -0.000330  	 41.007481   
