 18:03:15 	 20.089167 	  20.789129 	 20.682595  	 20.872359  	 21.588135  	 21.235199  	 21.509857  	 70.537720  	 66.283264  	 -0.000549  	 43.444402   
 18:33:15 	 20.122459 	  20.779142 	 20.705899  	 20.892334  	 21.584806  	 21.339569  	 21.559296  	 70.603638  	 66.623840  	 -0.000110  	 43.267586   
 19:03:15 	 20.145763 	  20.779142 	 20.692583  	 20.879017  	 21.564830  	 21.372528  	 21.581268  	 71.240845  	 67.250061  	 -0.000549  	 43.296104   
 19:33:15 	 20.095825 	  20.752508 	 20.685924  	 20.912309  	 21.544855  	 21.317596  	 21.531830  	 70.911255  	 66.843567  	 -0.000439  	 43.438698   
 20:03:15 	 20.062533 	  20.722545 	 20.649303  	 20.859042  	 21.521551  	 21.174774  	 21.471405  	 70.988159  	 66.678772  	 -0.000220  	 43.598402   
 20:33:15 	 19.985962 	  20.699241 	 20.622670  	 20.852384  	 21.491588  	 21.163788  	 21.405487  	 70.164185  	 66.118469  	 -0.000549  	 43.547069   
 21:03:15 	 20.338856 	  20.755837 	 20.692583  	 20.882346  	 21.554843  	 21.372528  	 21.581268  	 68.318481  	 64.239807  	 -0.000330  	 43.780922   
 21:33:15 	 20.405440 	  20.795787 	 20.679266  	 20.932284  	 21.561501  	 21.795502  	 21.916351  	 65.876770  	 62.053528  	 -0.000439  	 43.809441   
 22:03:15 	 20.405440 	  20.815763 	 20.719216  	 20.915638  	 21.568160  	 21.850433  	 22.020721  	 64.877014  	 60.856018  	 -0.000330  	 44.048997   
 22:33:15 	 20.412098 	  20.839067 	 20.689253  	 20.918968  	 21.608110  	 21.800995  	 22.031708  	 64.437561  	 60.372620  	 -0.000439  	 43.729588   
 23:03:15 	 20.418757 	  20.852384 	 20.745850  	 20.922297  	 21.574818  	 21.844940  	 22.081146  	 64.294739  	 60.043030  	 -0.000549  	 43.980553   
 23:33:15 	 20.398782 	  20.862371 	 20.712558  	 20.942272  	 21.594793  	 21.844940  	 22.081146  	 64.096985  	 59.790344  	 -0.000330  	 43.866478   
