  time  	  press_table  	 press_stiffback  
 00:12:04 	 -0.008789 	  -0.001953  
  time  	  press_table  	 press_stiffback  
 00:15:56 	 -0.008789 	  -0.002930  
 00:42:04 	 -0.008789 	  -0.002930  
 00:45:56 	 -0.008789 	  -0.002930  
 01:12:04 	 -0.008789 	  -0.002930  
 01:15:56 	 -0.008789 	  -0.003906  
 01:42:04 	 -0.008789 	  -0.002930  
 01:45:56 	 -0.008789 	  -0.002930  
 02:12:04 	 -0.008789 	  -0.001953  
 02:15:56 	 -0.008789 	  -0.003906  
 02:42:04 	 -0.008789 	  -0.003906  
 02:45:56 	 -0.008789 	  -0.003906  
 03:12:04 	 -0.009766 	  -0.002930  
 03:15:56 	 -0.008789 	  -0.002930  
 03:42:04 	 -0.008789 	  -0.002930  
 03:45:56 	 -0.008789 	  -0.002930  
 04:12:04 	 -0.009766 	  -0.002930  
 04:15:56 	 -0.009766 	  -0.002930  
 04:42:04 	 -0.008789 	  -0.001953  
 04:45:56 	 -0.008789 	  -0.002930  
 05:12:04 	 -0.008789 	  -0.002930  
 05:15:56 	 -0.008789 	  -0.002930  
 05:42:04 	 -0.008789 	  -0.002930  
 05:45:56 	 -0.008789 	  -0.002930  
 06:12:04 	 -0.008789 	  -0.002930  
 06:15:56 	 -0.008789 	  -0.002930  
 06:42:04 	 -0.009766 	  -0.002930  
 06:45:56 	 -0.009766 	  -0.002930  
 07:12:04 	 -0.008789 	  -0.002930  
 07:15:56 	 -0.008789 	  -0.002930  
 07:42:04 	 -0.008789 	  -0.002930  
 07:45:56 	 -0.008789 	  -0.002930  
 08:12:04 	 -0.008789 	  -0.002930  
 08:15:56 	 -0.008789 	  -0.003906  
 08:42:04 	 -0.009766 	  -0.002930  
 08:45:56 	 -0.008789 	  -0.001953  
 09:12:04 	 -0.009766 	  -0.002930  
 09:15:56 	 -0.008789 	  -0.002930  
 09:42:04 	 -0.281250 	  -0.403320  
 09:45:56 	 -0.286133 	  -0.409180  
 10:12:04 	 -0.282227 	  -0.407227  
 10:15:56 	 -0.286133 	  -0.416016  
 10:42:04 	 -0.287109 	  -0.416016  
 11:12:04 	 -0.292969 	  -0.422852  
 11:42:04 	 -0.294922 	  -0.424805  
 12:12:04 	 -0.292969 	  -0.427734  
 12:42:04 	 -0.293945 	  -0.428711  
 13:12:04 	 -0.293945 	  -0.428711  
 13:42:04 	 -0.300781 	  -0.437500  
 14:12:04 	 -0.289062 	  -0.417969  
 14:42:04 	 -0.284180 	  -0.409180  
 15:12:04 	 -0.286133 	  -0.412109  
 15:42:04 	 -0.293945 	  -0.424805  
 16:12:04 	 -0.292969 	  -0.426758  
 16:42:04 	 -0.298828 	  -0.433594  
 17:12:04 	 -0.297852 	  -0.432617  
 17:42:04 	 -0.296875 	  -0.433594  
 18:12:04 	 -0.285156 	  -0.409180  
 18:42:04 	 -0.284180 	  -0.411133  
 19:12:04 	 -0.284180 	  -0.411133  
 19:42:04 	 -0.284180 	  -0.408203  
 20:12:04 	 -0.286133 	  -0.411133  
 20:42:04 	 -0.288086 	  -0.416992  
 21:12:04 	 -0.284180 	  -0.410156  
 21:42:04 	 -0.295898 	  -0.430664  
 22:12:04 	 -0.295898 	  -0.432617  
 22:42:04 	 -0.289062 	  -0.418945  
 23:12:04 	 -0.284180 	  -0.411133  
 23:42:04 	 -0.296875 	  -0.432617  
