 2163 	 400 	 -10.200000 	 5.126953 	 0.003000 	 20.875688 	 22.245941  
 2064 	 381 	 -10.200000 	 3.662109 	 -0.046400 	 20.912309 	 22.256927  
 1965 	 362 	 -10.200000 	 4.760742 	 -0.080500 	 20.645974 	 22.273407  
 1866 	 343 	 -10.200000 	 3.295898 	 -0.093000 	 20.942272 	 22.256927  
 1767 	 324 	 -10.200000 	 2.929688 	 -0.106400 	 20.809104 	 22.240448  
 1668 	 305 	 -10.200000 	 4.760742 	 -0.108000 	 20.942272 	 22.262421  
 1569 	 286 	 -10.200000 	 4.394531 	 -0.088900 	 20.669278 	 22.251434  
 1470 	 267 	 -10.200000 	 4.028320 	 -0.076900 	 20.625999 	 22.262421  
 1371 	 248 	 -10.200000 	 1.464844 	 -0.083000 	 20.815763 	 22.251434  
 1272 	 229 	 -10.200000 	 2.929688 	 -0.088900 	 20.632657 	 22.240448  
 1173 	 210 	 -10.200000 	 4.028320 	 -0.086400 	 20.735862 	 22.218475  
 1074 	 191 	 -10.200000 	 3.295898 	 -0.068900 	 20.805775 	 22.223969  
 975 	 172 	 -10.205000 	 4.394531 	 -0.079800 	 20.938943 	 22.218475  
 876 	 153 	 -10.205000 	 4.760742 	 -0.081900 	 20.782471 	 22.207489  
 777 	 134 	 -10.205000 	 4.394531 	 -0.075500 	 20.849055 	 22.234955  
 678 	 115 	 -10.205000 	 4.028320 	 -0.066400 	 20.835738 	 22.234955  
 579 	 96 	 -10.205000 	 2.197266 	 -0.058000 	 20.719216 	 22.234955  
 480 	 77 	 -10.205000 	 3.662109 	 -0.056100 	 20.802446 	 22.223969  
 381 	 58 	 -10.205000 	 3.295898 	 -0.048000 	 20.922297 	 22.234955  
 282 	 39 	 -10.205000 	 3.295898 	 -0.033000 	 20.889005 	 22.256927  
 183 	 20 	 -10.205000 	 3.295898 	 -0.028000 	 20.952259 	 22.245941  
 84 	 1 	 -10.205000 	 4.394531 	 -0.028000 	 20.882346 	 22.251434  
