 0 	 0 	 0.000000 	 2521.911621 	 0.745000 	 20.749179 	 21.663666  
 0 	 80 	 0.005000 	 2979.034424 	 0.715600 	 20.742520 	 21.641693  
 0 	 160 	 0.005000 	 2979.400635 	 0.713600 	 20.749179 	 21.630707  
 0 	 240 	 0.000000 	 2980.133057 	 0.727500 	 20.695912 	 21.619720  
 0 	 320 	 0.000000 	 2989.288330 	 0.729100 	 20.745850 	 21.625214  
 0 	 400 	 0.000000 	 2987.823486 	 0.720000 	 20.739191 	 21.608734  
 0 	 480 	 0.000000 	 2983.062744 	 0.721600 	 20.702570 	 21.647186  
 0 	 560 	 0.000000 	 3002.563477 	 0.723600 	 20.715887 	 21.641693  
 0 	 640 	 0.000000 	 2990.386963 	 0.792500 	 20.689253 	 21.663666  
 80 	 600 	 0.000000 	 2998.809814 	 0.725000 	 20.722545 	 21.735077  
 80 	 520 	 0.000000 	 3002.563477 	 0.725000 	 20.732533 	 21.735077  
 80 	 440 	 0.000000 	 2988.189697 	 0.726600 	 20.749179 	 21.735077  
 80 	 360 	 0.000000 	 2993.316650 	 0.721600 	 20.745850 	 21.724091  
 80 	 280 	 0.000000 	 2987.457275 	 0.727500 	 20.692583 	 21.691132  
 80 	 200 	 0.005000 	 2977.935791 	 0.718600 	 20.749179 	 21.641693  
 80 	 120 	 0.005000 	 2973.175049 	 0.722500 	 20.722545 	 21.603241  
 80 	 40 	 0.005000 	 3530.364990 	 0.750000 	 20.715887 	 21.581268  
 160 	 40 	 0.005000 	 2584.533691 	 0.717500 	 20.752508 	 21.575775  
 160 	 120 	 0.005000 	 2976.837158 	 0.717500 	 20.749179 	 21.592255  
 160 	 200 	 0.005000 	 2990.020752 	 0.716700 	 20.729204 	 21.581268  
 160 	 280 	 0.000000 	 2977.935791 	 0.719400 	 20.745850 	 21.564789  
 160 	 360 	 0.000000 	 2981.964111 	 0.716600 	 20.739191 	 21.570282  
 160 	 440 	 0.000000 	 2998.077393 	 0.723600 	 20.735862 	 21.542816  
 160 	 520 	 0.000000 	 2972.808838 	 0.719400 	 20.675937 	 21.570282  
 160 	 600 	 0.000000 	 3005.126953 	 0.745000 	 20.735862 	 21.586761  
 240 	 560 	 0.000000 	 2977.935791 	 0.725600 	 20.745850 	 21.581268  
 240 	 480 	 0.000000 	 2974.639893 	 0.732500 	 20.695912 	 21.608734  
 240 	 400 	 0.000000 	 2973.541260 	 0.727500 	 20.632657 	 21.619720  
 240 	 320 	 0.000000 	 2973.175049 	 0.722500 	 20.725874 	 21.608734  
 240 	 240 	 0.000000 	 2988.189697 	 0.722500 	 20.745850 	 21.597748  
 240 	 160 	 0.005000 	 2979.766846 	 0.716600 	 20.732533 	 21.625214  
 240 	 80 	 0.005000 	 2981.231689 	 0.753600 	 20.702570 	 21.636200  
 320 	 80 	 0.005000 	 3035.888672 	 0.727500 	 20.762496 	 21.603241  
 320 	 160 	 0.005000 	 2973.541260 	 0.717500 	 20.679266 	 21.575775  
 320 	 240 	 0.000000 	 2973.907471 	 0.723600 	 20.679266 	 21.542816  
 320 	 320 	 0.000000 	 2986.724854 	 0.725600 	 20.665949 	 21.531830  
 320 	 400 	 0.000000 	 2983.062744 	 0.727500 	 20.659291 	 21.515350  
 320 	 480 	 0.000000 	 2966.949463 	 0.729100 	 20.659291 	 21.504364  
 320 	 560 	 0.000000 	 2982.696533 	 0.728600 	 20.695912 	 21.504364  
 400 	 560 	 0.000000 	 3558.197021 	 0.779400 	 20.735862 	 21.487885  
 400 	 480 	 0.000000 	 3557.830811 	 0.737500 	 20.652632 	 21.498871  
 400 	 400 	 0.000000 	 3581.634521 	 0.734400 	 20.739191 	 21.526337  
 400 	 320 	 0.000000 	 3587.493896 	 0.758600 	 20.699241 	 21.520844  
 400 	 240 	 0.000000 	 3567.718506 	 0.735600 	 20.702570 	 21.509857  
 400 	 160 	 0.005000 	 3566.986084 	 0.731100 	 20.689253 	 21.515350  
 400 	 80 	 0.005000 	 3572.845459 	 0.831100 	 20.675937 	 21.487885  
