  230.369995 	 -148.729996 	 0.930000 	 -0.072984 	 
  298.614990 	 -218.309998 	 0.935000 	 -0.022323 	 
  298.614990 	 -285.410004 	 0.935000 	 -0.020212 	 
  298.614990 	 -354.880005 	 0.935000 	 -0.013880 	 
  298.614990 	 -424.579987 	 0.935000 	 -0.013880 	 
  298.614990 	 -494.105011 	 0.935000 	 -0.013880 	 
  298.614990 	 -563.750000 	 0.935000 	 0.765033 	 
  298.614990 	 -633.090027 	 0.930000 	 0.838913 	 
  298.619995 	 -702.919983 	 0.930000 	 0.906461 	 
  298.619995 	 -772.375000 	 0.930000 	 0.948678 	 
  298.619995 	 -841.914978 	 0.930000 	 0.891685 	 
  298.619995 	 -911.619995 	 0.930000 	 0.946568 	 
  298.619995 	 -981.020020 	 0.930000 	 -0.197526 	 
  298.619995 	 -1050.795044 	 0.935000 	 -0.011769 	 
  298.619995 	 -1120.224976 	 0.930000 	 -0.001215 	 
  310.565002 	 -1225.540039 	 0.930000 	 0.003007 	 
  378.605011 	 -1158.505005 	 0.930000 	 -0.005436 	 
  378.605011 	 -1088.935059 	 0.935000 	 0.007229 	 
  378.605011 	 -1019.619995 	 0.930000 	 -0.024434 	 
  378.605011 	 -949.619995 	 0.930000 	 -0.030767 	 
  378.605011 	 -880.400024 	 0.930000 	 0.938124 	 
  378.605011 	 -810.575012 	 0.930000 	 0.957122 	 
  378.605011 	 -741.150024 	 0.930000 	 0.959233 	 
  378.605011 	 -669.140015 	 0.930000 	 0.982452 	 
  378.605011 	 -602.025024 	 0.930000 	 0.986674 	 
  378.605011 	 -532.609985 	 0.930000 	 1.056333 	 
  378.605011 	 -462.799988 	 0.935000 	 -0.180639 	 
  378.605011 	 -393.380005 	 0.935000 	 -0.039210 	 
  378.605011 	 -323.510010 	 0.935000 	 -0.022323 	 
  378.605011 	 -254.044998 	 0.930000 	 -0.022323 	 
  389.734985 	 -207.550003 	 0.930000 	 -0.032878 	 
  458.670013 	 -277.130005 	 0.935000 	 -0.032878 	 
  458.670013 	 -346.489990 	 0.935000 	 -0.032878 	 
  458.670013 	 -416.364990 	 0.935000 	 -0.020212 	 
  458.670013 	 -485.720001 	 0.935000 	 0.684819 	 
  458.670013 	 -555.440002 	 0.935000 	 0.739702 	 
  458.670013 	 -624.890015 	 0.930000 	 0.708039 	 
  458.670013 	 -694.479980 	 0.930000 	 0.689041 	 
  458.670013 	 -764.109985 	 0.930000 	 0.686930 	 
  458.670013 	 -833.609985 	 0.930000 	 0.699595 	 
  458.670013 	 -903.255005 	 0.930000 	 0.708039 	 
  458.670013 	 -972.734985 	 0.930000 	 -0.148976 	 
  458.674988 	 -1042.550049 	 0.935000 	 -0.053986 	 
  458.674988 	 -1111.944946 	 0.935000 	 -0.003325 	 
  458.674988 	 -1181.619995 	 0.935000 	 0.000896 	 
  470.440002 	 -1196.185059 	 0.935000 	 -0.056097 	 
  538.604980 	 -1126.395020 	 0.930000 	 0.017783 	 
  538.604980 	 -1057.010010 	 0.930000 	 -0.009658 	 
  538.604980 	 -989.799988 	 0.930000 	 -0.024434 	 
  538.604980 	 -920.265015 	 0.930000 	 -0.022323 	 
  538.604980 	 -850.890015 	 0.930000 	 0.741813 	 
  538.604980 	 -781.125000 	 0.930000 	 0.701706 	 
  538.604980 	 -711.825012 	 0.930000 	 0.712261 	 
  538.604980 	 -641.989990 	 0.930000 	 0.705928 	 
  538.604980 	 -572.554993 	 0.930000 	 0.703817 	 
  538.604980 	 -502.915009 	 0.935000 	 0.724926 	 
  538.604980 	 -433.345001 	 0.935000 	 -0.140532 	 
  538.604980 	 -363.730011 	 0.935000 	 -0.037099 	 
  538.604980 	 -294.084991 	 0.930000 	 -0.018102 	 
  550.215027 	 -237.770004 	 0.935000 	 -0.015991 	 
  618.815002 	 -307.170013 	 0.935000 	 -0.018102 	 
  618.815002 	 -376.799988 	 0.935000 	 -0.022323 	 
  618.815002 	 -443.945007 	 0.935000 	 -0.020212 	 
  618.815002 	 -515.905029 	 0.935000 	 0.792474 	 
  618.815002 	 -583.034973 	 0.930000 	 0.701706 	 
  618.815002 	 -652.530029 	 0.930000 	 0.705928 	 
  618.820007 	 -722.250000 	 0.930000 	 0.695374 	 
  618.820007 	 -791.580017 	 0.930000 	 0.697485 	 
  618.820007 	 -861.424988 	 0.930000 	 0.765033 	 
  618.820007 	 -930.835022 	 0.930000 	 -0.180639 	 
  618.820007 	 -1000.409973 	 0.930000 	 -0.045543 	 
  618.820007 	 -1070.125000 	 0.935000 	 0.000896 	 
  618.820007 	 -1139.489990 	 0.930000 	 -0.039210 	 
  630.715027 	 -1166.319946 	 0.930000 	 0.009340 	 
  698.784973 	 -1096.689941 	 0.935000 	 -0.020212 	 
  698.784973 	 -1027.430054 	 0.930000 	 -0.015991 	 
  698.784973 	 -957.390015 	 0.930000 	 -0.039210 	 
  698.784973 	 -888.150024 	 0.930000 	 0.663711 	 
  698.784973 	 -818.400024 	 0.930000 	 0.695374 	 
  698.784973 	 -748.905029 	 0.930000 	 0.686930 	 
  698.784973 	 -679.409973 	 0.930000 	 0.693263 	 
  698.784973 	 -609.799988 	 0.930000 	 0.716482 	 
  698.784973 	 -540.429993 	 0.930000 	 0.718593 	 
  698.784973 	 -473.019989 	 0.935000 	 0.733369 	 
  698.784973 	 -403.614990 	 0.935000 	 -0.028656 	 
  698.784973 	 -333.734985 	 0.935000 	 -0.013880 	 
