  2050.784912 	 -509.345001 	 0.000000 	 0.009340 	 0.000000 	 19.975142 
  2050.784912 	 -608.250000 	 0.000000 	 -0.001215 	 0.000000 	 19.886364 
  2050.790039 	 -708.575012 	 0.000000 	 -0.024434 	 0.000000 	 19.975142 
  2050.790039 	 -808.369995 	 0.000000 	 -0.020212 	 0.000000 	 19.886364 
  2050.790039 	 -908.590027 	 0.000000 	 -0.024434 	 0.000000 	 19.975142 
  2100.709961 	 -859.864990 	 0.000000 	 -0.026545 	 0.000000 	 19.975142 
  2100.709961 	 -759.580017 	 0.000000 	 -0.028656 	 0.000000 	 19.975142 
  2100.709961 	 -659.409973 	 0.000000 	 -0.024434 	 0.000000 	 19.975142 
  2100.709961 	 -559.559998 	 0.000000 	 -0.001215 	 0.000000 	 19.886364 
  2150.675049 	 -559.559998 	 0.000000 	 -0.003325 	 0.000000 	 19.886364 
  2150.675049 	 -658.205017 	 0.000000 	 -0.020212 	 0.000000 	 19.975142 
  2150.679932 	 -758.465027 	 0.000000 	 -0.030767 	 0.000000 	 19.886364 
  2150.679932 	 -858.630005 	 0.000000 	 -0.026545 	 0.000000 	 19.975142 
  2200.895020 	 -809.539978 	 0.000000 	 -0.024434 	 0.000000 	 19.975142 
  2200.895020 	 -709.719971 	 0.000000 	 -0.020212 	 0.000000 	 19.975142 
  2200.895020 	 -609.450012 	 0.000000 	 -0.007547 	 0.000000 	 19.886364 
  2250.919922 	 -609.450012 	 0.000000 	 -0.009658 	 0.000000 	 19.886364 
  2250.919922 	 -708.580017 	 0.000000 	 -0.020212 	 0.000000 	 19.886364 
  2250.919922 	 -808.385010 	 0.000000 	 -0.022323 	 0.000000 	 19.886364 
  2300.955078 	 -808.385010 	 0.000000 	 -0.020212 	 0.000000 	 19.886364 
  2300.955078 	 -709.715027 	 0.000000 	 -0.015991 	 0.000000 	 19.975142 
  2300.955078 	 -609.450012 	 0.000000 	 -0.009658 	 0.000000 	 19.886364 
  2351.030029 	 -658.210022 	 0.000000 	 -0.005436 	 0.000000 	 19.886364 
  2351.034912 	 -758.465027 	 0.000000 	 -0.009658 	 0.000000 	 19.975142 
  2401.145020 	 -758.465027 	 0.000000 	 -0.007547 	 0.000000 	 19.886364 
  2401.149902 	 -659.409973 	 0.000000 	 -0.003325 	 0.000000 	 19.975142 
