  298.255005 	 -189.225006 	 0.000000 	 -0.237632 	 -0.001700 	 -0.001953 	 20.823135 
  298.255005 	 -268.345001 	 0.000000 	 -0.222856 	 0.006600 	 -0.001953 	 20.643625 
  298.255005 	 -348.285004 	 0.000000 	 -0.222856 	 0.009100 	 -0.001953 	 20.643625 
  298.255005 	 -428.554993 	 0.000000 	 -0.224967 	 0.010000 	 -0.001953 	 20.823135 
  298.255005 	 -508.515015 	 0.000000 	 -0.218634 	 0.005000 	 -0.002930 	 20.733380 
  298.255005 	 -588.700012 	 0.000000 	 -0.229189 	 -0.000800 	 -0.002930 	 20.643625 
  298.255005 	 -668.659973 	 0.000000 	 -0.235521 	 -0.010800 	 -0.001953 	 20.733380 
  298.255005 	 -748.900024 	 0.000000 	 -0.239743 	 -0.018800 	 -0.001953 	 20.823135 
  298.255005 	 -828.854980 	 0.000000 	 -0.243965 	 -0.023800 	 -0.001953 	 20.823135 
  298.255005 	 -909.065002 	 0.000000 	 -0.273517 	 -0.037300 	 -0.000977 	 20.733380 
  298.255005 	 -989.070007 	 0.000000 	 -0.241854 	 -0.046300 	 -0.000977 	 20.643625 
  298.255005 	 -1069.290039 	 0.000000 	 -0.300959 	 -0.059800 	 -0.002930 	 20.643625 
  298.255005 	 -1149.250000 	 0.000000 	 -0.303069 	 -0.070800 	 -0.002930 	 20.733380 
  298.255005 	 -1229.494995 	 0.000000 	 -0.313624 	 -0.073300 	 -0.000977 	 20.823135 
  377.195007 	 -1190.694946 	 0.000000 	 -0.326289 	 -0.078800 	 -0.001953 	 20.643625 
  377.195007 	 -1110.359985 	 0.000000 	 -0.326289 	 -0.078000 	 -0.003906 	 20.643625 
  377.200012 	 -1030.589966 	 0.000000 	 -0.300959 	 -0.063800 	 -0.003906 	 20.733380 
  377.200012 	 -950.169983 	 -0.005000 	 -0.292515 	 -0.053300 	 -0.002930 	 20.733380 
  377.200012 	 -870.369995 	 -0.005000 	 -0.277739 	 -0.041700 	 -0.001953 	 20.733380 
  377.200012 	 -790.034973 	 0.000000 	 -0.267185 	 -0.030800 	 -0.001953 	 20.643625 
  377.200012 	 -710.265015 	 0.000000 	 -0.252408 	 -0.026300 	 -0.001953 	 20.823135 
  377.200012 	 -629.875000 	 0.000000 	 -0.243965 	 -0.017300 	 -0.001953 	 20.733380 
  377.200012 	 -550.080017 	 0.000000 	 -0.250298 	 -0.006300 	 -0.001953 	 20.733380 
  377.200012 	 -469.700012 	 0.000000 	 -0.157419 	 -0.001700 	 -0.001953 	 20.733380 
  377.200012 	 -389.809998 	 0.000000 	 -0.222856 	 -0.000800 	 -0.001953 	 20.643625 
  377.200012 	 -309.375000 	 0.000000 	 -0.241854 	 -0.001700 	 -0.001953 	 20.733380 
  377.200012 	 -229.559998 	 0.000000 	 -0.214413 	 -0.004800 	 -0.000977 	 20.733380 
  457.214996 	 -229.559998 	 0.000000 	 -0.203858 	 0.000000 	 -0.001953 	 20.733380 
  457.220001 	 -308.304993 	 0.000000 	 -0.212302 	 0.001100 	 -0.001953 	 20.643625 
  457.220001 	 -388.630005 	 0.000000 	 -0.229189 	 0.002500 	 -0.000977 	 20.643625 
  457.225006 	 -468.500000 	 0.000000 	 -0.159530 	 0.002500 	 -0.001953 	 20.553870 
  457.225006 	 -548.789978 	 0.000000 	 -0.243965 	 -0.003000 	 -0.001953 	 20.643625 
  457.225006 	 -628.619995 	 -0.005000 	 -0.243965 	 -0.013300 	 -0.001953 	 20.643625 
  457.225006 	 -708.960022 	 -0.005000 	 -0.262963 	 -0.023000 	 -0.001953 	 20.733380 
