1        10.037        10.034        10.020    16-11-2015 15:22
2        10.023        10.023        10.006    16-11-2015 15:23
3        10.009        10.010         9.996    16-11-2015 15:24
4        10.009        10.010         9.999    16-11-2015 15:24
5        10.010        10.014        10.003    16-11-2015 15:25
6        10.017        10.021        10.007    16-11-2015 15:26
7        10.000        10.000         9.983    16-11-2015 15:26
8         9.975         9.974         9.957    16-11-2015 15:27
9        10.001        10.007        10.001    16-11-2015 15:27
10        10.004        10.017        10.018    16-11-2015 15:28
11        10.004        10.021        10.024    16-11-2015 15:29
12         9.991        10.014        10.019    16-11-2015 15:29
