1        10.023        10.022        10.010    13-01-2016 15:26
2        10.007        10.003         9.991    13-01-2016 15:27
3        10.001        10.001         9.987    13-01-2016 15:27
4         9.998        10.000         9.991    13-01-2016 15:27
5        10.000        10.002         9.993    13-01-2016 15:28
6        10.000        10.002         9.992    13-01-2016 15:28
7         9.974         9.972         9.961    13-01-2016 15:28
8         9.972         9.970         9.955    13-01-2016 15:29
9         9.994        10.006        10.004    13-01-2016 15:29
10         9.984        10.003        10.008    13-01-2016 15:29
11         9.985        10.008        10.012    13-01-2016 15:30
12         9.982        10.001        10.011    13-01-2016 15:30
