1        10.011        10.042         9.998    15-01-2016 11:47
2        10.003        10.036         9.996    15-01-2016 11:47
3        10.005        10.035         9.989    15-01-2016 11:47
4         9.999        10.030         9.989    15-01-2016 11:48
5        10.003        10.039         9.998    15-01-2016 11:48
6         9.997        10.045        10.006    15-01-2016 11:48
7         9.987        10.030        10.002    15-01-2016 11:48
8         9.989        10.034        10.009    15-01-2016 11:49
9         9.991        10.038        10.013    15-01-2016 11:49
10         9.994        10.043        10.017    15-01-2016 11:49
