1         9.989        10.039        10.061    13-01-2016 12:10
2        10.028        10.060        10.050    13-01-2016 12:11
3        10.017        10.028        10.018    13-01-2016 12:11
4         9.991        10.003        10.005    13-01-2016 12:11
5         9.984         9.993         9.984    13-01-2016 12:12
6        10.009        10.010         9.993    13-01-2016 12:12
7         9.994         9.988         9.971    13-01-2016 12:12
8         9.962         9.955         9.933    13-01-2016 12:13
9         9.986         9.989         9.980    13-01-2016 12:13
10         9.975         9.987         9.986    13-01-2016 12:13
11         9.971         9.984         9.991    13-01-2016 12:14
