1        10.010        10.002         9.982    13-01-2016 12:06
2        10.012        10.000         9.981    13-01-2016 12:06
3        10.006         9.999         9.986    13-01-2016 12:07
4        10.010        10.007         9.992    13-01-2016 12:07
5        10.007         9.998         9.980    13-01-2016 12:07
6         9.983         9.974         9.958    13-01-2016 12:08
7         9.993         9.995         9.986    13-01-2016 12:08
8         9.978         9.986         9.984    13-01-2016 12:08
9         9.973         9.985         9.986    13-01-2016 12:09
10         9.978         9.992         9.996    13-01-2016 12:09
11         9.983         9.998        10.003    13-01-2016 12:09
