1       10.002       10.021       10.030   13-01-2016 15:43
2        9.990       10.013       10.021   13-01-2016 15:44
3        9.993       10.009       10.013   13-01-2016 15:44
4       10.003       10.015       10.020   13-01-2016 15:44
5       10.014       10.028       10.032   13-01-2016 15:45
6       10.030       10.037       10.038   13-01-2016 15:45
7       10.027       10.030       10.024   13-01-2016 15:45
8       10.036       10.040       10.034   13-01-2016 15:45
9       10.030       10.036       10.033   13-01-2016 15:46
10       10.027       10.032       10.022   13-01-2016 15:46
11       10.026       10.032       10.020   13-01-2016 15:46
12       10.018       10.018       10.009   13-01-2016 15:47
