1        10.007        10.020        10.020    13-01-2016 14:20
2         9.992        10.005        10.003    13-01-2016 14:21
3         9.979         9.990         9.991    13-01-2016 14:21
4         9.984        10.011        10.033    13-01-2016 14:21
5         9.986         9.987         9.977    13-01-2016 14:22
6         9.993         9.991         9.983    13-01-2016 14:22
7         9.997         9.997         9.988    13-01-2016 14:22
8        10.004        10.005        10.001    13-01-2016 14:23
9        10.001        10.009        10.009    13-01-2016 14:23
10         9.996        10.010        10.014    13-01-2016 14:23
11         9.975         9.992         9.983    13-01-2016 14:24
