1        10.023        10.028        10.023    13-01-2016 11:25
2        10.032        10.031        10.024    13-01-2016 11:26
3        10.030        10.035        10.030    13-01-2016 11:26
4        10.031        10.040        10.039    13-01-2016 11:27
5         9.994        10.012        10.017    13-01-2016 11:27
6        10.012        10.025        10.031    13-01-2016 11:27
7        10.027        10.039        10.040    13-01-2016 11:28
8        10.021        10.027        10.024    13-01-2016 11:28
9        10.007        10.014        10.013    13-01-2016 11:29
10        10.002        10.009        10.007    13-01-2016 11:29
11        10.020        10.024        10.023    13-01-2016 11:30
12        10.036        10.040        10.037    13-01-2016 11:30
