1        10.004        10.043        10.040    15-01-2016 12:10
2        10.010        10.043        10.038    15-01-2016 12:11
3        10.016        10.046        10.042    15-01-2016 12:11
4        10.018        10.051        10.050    15-01-2016 12:11
5        10.019        10.055        10.055    15-01-2016 12:11
6        10.014        10.050        10.053    15-01-2016 12:12
7        10.028        10.069        10.073    15-01-2016 12:12
8        10.037        10.081        10.088    15-01-2016 12:12
9        10.027        10.073        10.087    15-01-2016 12:12
10         9.992        10.043        10.066    15-01-2016 12:13
