1         9.983         9.995         9.994    13-01-2016 15:31
2         9.979         9.993         9.986    13-01-2016 15:31
3         9.975         9.987         9.984    13-01-2016 15:32
4         9.983         9.992         9.992    13-01-2016 15:32
5         9.985         9.995         9.993    13-01-2016 15:32
6         9.986         9.995         9.991    13-01-2016 15:33
7         9.984         9.991         9.986    13-01-2016 15:33
8         9.978         9.986         9.979    13-01-2016 15:33
9         9.982         9.991         9.984    13-01-2016 15:33
10         9.998        10.002         9.993    13-01-2016 15:34
11        10.026        10.034        10.028    13-01-2016 15:34
12        10.049        10.059        10.060    13-01-2016 15:34
