1        10.029        10.040        10.004    15-01-2016 12:20
2        10.006        10.024         9.989    15-01-2016 12:20
3         9.997        10.020         9.988    15-01-2016 12:21
4         9.995        10.017         9.986    15-01-2016 12:21
5         9.992        10.014         9.983    15-01-2016 12:21
6        10.008        10.022         9.985    15-01-2016 12:21
7        10.016        10.032         9.990    15-01-2016 12:22
8        10.024        10.039         9.995    15-01-2016 12:22
9        10.022        10.040         9.997    15-01-2016 12:22
10         9.998        10.023         9.987    15-01-2016 12:22
