1        10.006        10.062        10.038    15-01-2016 12:00
2         9.997        10.057        10.034    15-01-2016 12:00
3         9.991        10.045        10.025    15-01-2016 12:01
4         9.984        10.040        10.018    15-01-2016 12:01
5         9.987        10.038        10.015    15-01-2016 12:01
6        10.017        10.043         9.992    15-01-2016 12:01
7        10.002        10.036         9.989    15-01-2016 12:02
8         9.996        10.037         9.996    15-01-2016 12:02
9         9.995        10.040        10.001    15-01-2016 12:02
10         9.996        10.040        10.001    15-01-2016 12:03
