1        10.020        10.011         9.983    13-01-2016 15:22
2        10.022        10.018         9.993    13-01-2016 15:22
3        10.020        10.015         9.995    13-01-2016 15:23
4        10.017        10.012         9.993    13-01-2016 15:23
5        10.011        10.011         9.991    13-01-2016 15:23
6        10.003        10.005         9.996    13-01-2016 15:24
7        10.001        10.003         9.992    13-01-2016 15:24
8         9.992         9.996         9.989    13-01-2016 15:24
9         9.982         9.990         9.985    13-01-2016 15:24
10         9.976         9.991         9.992    13-01-2016 15:25
11         9.986        10.001        10.005    13-01-2016 15:25
12         9.994        10.009        10.020    13-01-2016 15:25
