1       10.029       10.033       10.037   18-01-2016 09:46
2       10.014       10.019       10.027   18-01-2016 09:46
3       10.012       10.017       10.023   18-01-2016 09:46
4       10.011       10.012       10.017   18-01-2016 09:47
5       10.023       10.020       10.021   18-01-2016 09:47
6       10.032       10.026       10.022   18-01-2016 09:47
7       10.020       10.003        9.995   18-01-2016 09:48
8       10.011        9.994        9.986   18-01-2016 09:48
9       10.038       10.027       10.022   18-01-2016 09:48
10       10.024       10.018       10.015   18-01-2016 09:49
11       10.021       10.013       10.012   18-01-2016 09:49
12       10.012       10.006       10.005   18-01-2016 09:49
