1         9.998        10.008        10.008    13-01-2016 11:05
2         9.992        10.001         9.999    13-01-2016 11:05
3         9.994        10.005         9.999    13-01-2016 11:06
4        10.001        10.009        10.005    13-01-2016 11:06
5        10.013        10.021        10.018    13-01-2016 11:07
6        10.005        10.006         9.993    13-01-2016 11:07
7         9.980         9.977         9.961    13-01-2016 11:08
8        10.003        10.008         9.999    13-01-2016 11:08
9        10.002        10.016        10.016    13-01-2016 11:09
10         9.997        10.008        10.010    13-01-2016 11:09
11         9.992        10.008        10.005    13-01-2016 11:10
12         9.982         9.996         9.996    13-01-2016 11:10
