1        10.009        10.005         9.991    13-01-2016 14:05
2        10.021        10.027        10.006    13-01-2016 14:06
3        10.020        10.024        10.013    13-01-2016 14:06
4        10.013        10.022        10.015    13-01-2016 14:06
5        10.022        10.024        10.010    13-01-2016 14:08
6        10.013        10.015        10.002    13-01-2016 14:08
7        10.004        10.005         9.989    13-01-2016 14:08
8        10.001        10.006        10.003    13-01-2016 14:09
9        10.011        10.000         9.977    13-01-2016 14:09
10        10.019        10.010         9.990    13-01-2016 14:10
11        10.021        10.019        10.012    13-01-2016 14:10
