1       10.011       10.028       10.035   12-01-2016 17:09
2        9.999       10.022       10.032   12-01-2016 17:09
3       10.004       10.023       10.030   12-01-2016 17:10
4       10.000       10.016       10.022   12-01-2016 17:10
5       10.008       10.020       10.017   12-01-2016 17:11
6       10.013       10.019       10.011   12-01-2016 17:12
7        9.993        9.990        9.975   12-01-2016 17:12
8        9.986        9.980        9.965   12-01-2016 17:13
9       10.007       10.009        9.999   12-01-2016 17:13
10        9.996       10.002        9.997   12-01-2016 17:14
11        9.994        9.999        9.993   12-01-2016 17:14
12        9.994        9.998        9.992   12-01-2016 17:15
