1         9.985         9.983         9.971    12-01-2016 17:48
2         9.996         9.996         9.981    12-01-2016 17:49
3         9.992         9.994         9.980    12-01-2016 17:49
4         9.982         9.978         9.964    12-01-2016 17:50
5         9.972         9.972         9.957    12-01-2016 17:50
6         9.949         9.948         9.939    12-01-2016 17:51
7         9.972         9.973         9.952    12-01-2016 17:51
8         9.995         9.997         9.986    12-01-2016 17:52
9         9.991         9.990         9.981    12-01-2016 17:52
10         9.977         9.982         9.973    12-01-2016 17:53
11         9.993         9.993         9.982    12-01-2016 17:53
12        10.014        10.018        10.009    12-01-2016 17:54
