1        10.101        10.117        10.062    15-01-2016 12:07
2        10.034        10.062        10.013    15-01-2016 12:07
3         9.998        10.034         9.992    15-01-2016 12:08
4         9.994        10.033         9.995    15-01-2016 12:08
5         9.999        10.043        10.007    15-01-2016 12:08
6         9.989        10.034        10.000    15-01-2016 12:08
7         9.993        10.038        10.006    15-01-2016 12:09
8         9.995        10.047        10.018    15-01-2016 12:09
9        10.001        10.053        10.027    15-01-2016 12:09
10        10.001        10.053        10.032    15-01-2016 12:10
