1       10.045       10.053       10.041   13-01-2016 13:44
2       10.034       10.045       10.041   13-01-2016 13:44
3       10.020       10.030       10.030   13-01-2016 13:45
4       10.018       10.026       10.022   13-01-2016 13:45
5       10.026       10.033       10.031   13-01-2016 13:45
6       10.020       10.039       10.045   13-01-2016 13:46
7       10.034       10.041       10.041   13-01-2016 13:46
8       10.035       10.037       10.027   13-01-2016 13:46
9       10.036       10.034       10.022   13-01-2016 13:47
10       10.035       10.030       10.016   13-01-2016 13:47
11       10.041       10.034       10.016   13-01-2016 13:47
