1        10.032        10.053        10.061    13-01-2016 15:48
2        10.020        10.040        10.048    13-01-2016 15:48
3        10.009        10.027        10.035    13-01-2016 15:48
4        10.008        10.022        10.030    13-01-2016 15:49
5        10.012        10.033        10.042    13-01-2016 15:49
6         9.991        10.022        10.035    13-01-2016 15:49
7        10.012        10.032        10.043    13-01-2016 15:50
8        10.001        10.020        10.025    13-01-2016 15:50
9         9.998        10.011        10.016    13-01-2016 15:50
10        10.002        10.015        10.019    13-01-2016 15:51
11         9.999        10.013        10.013    13-01-2016 15:51
12        10.008        10.018        10.017    13-01-2016 15:51
