1        10.005        10.036        10.051    15-01-2016 11:57
2        10.004        10.037        10.045    15-01-2016 11:57
3        10.002        10.038        10.048    15-01-2016 11:57
4        10.018        10.046        10.048    15-01-2016 11:58
5        10.028        10.056        10.051    15-01-2016 11:58
6        10.041        10.065        10.057    15-01-2016 11:58
7        10.040        10.064        10.055    15-01-2016 11:59
8        10.029        10.047        10.042    15-01-2016 11:59
9        10.017        10.037        10.033    15-01-2016 11:59
10        10.008        10.028        10.030    15-01-2016 11:59
